Territorio,Sesso,Età,Stato civile,Value
Trentino Alto Adige / Südtirol,maschi,12 anni,nubile/celibe,5753
Veneto,femmine,12 anni,nubile/celibe,22947
Umbria,maschi,12 anni,nubile/celibe,4189
Toscana,maschi,12 anni,nubile/celibe,17220
Friuli-Venezia Giulia,maschi,12 anni,nubile/celibe,5455
Lazio,maschi,12 anni,nubile/celibe,28869
Molise,maschi,12 anni,nubile/celibe,1273
Trentino Alto Adige / Südtirol,femmine,13 anni,nubile/celibe,5407
Basilicata,femmine,13 anni,nubile/celibe,2402
Molise,maschi,13 anni,nubile/celibe,1356
Lombardia,femmine,13 anni,nubile/celibe,46542
Sardegna,femmine,13 anni,nubile/celibe,6545
Lazio,maschi,13 anni,nubile/celibe,28016
Friuli-Venezia Giulia,maschi,13 anni,nubile/celibe,5470
Umbria,maschi,13 anni,nubile/celibe,4168
Abruzzo,maschi,13 anni,nubile/celibe,5910
Piemonte,femmine,13 anni,nubile/celibe,18612
Emilia-Romagna,femmine,13 anni,nubile/celibe,19804
Campania,maschi,13 anni,nubile/celibe,31965
Valle d'Aosta / Vallée d'Aoste,femmine,13 anni,nubile/celibe,553
Emilia-Romagna,maschi,13 anni,nubile/celibe,21001
Campania,femmine,13 anni,nubile/celibe,30227
Lombardia,maschi,13 anni,nubile/celibe,49683
Sardegna,maschi,13 anni,nubile/celibe,7081
Piemonte,maschi,13 anni,nubile/celibe,19790
Molise,femmine,13 anni,nubile/celibe,1231
Friuli-Venezia Giulia,femmine,13 anni,nubile/celibe,5050
Puglia,maschi,13 anni,nubile/celibe,20336
Trentino Alto Adige / Südtirol,maschi,13 anni,nubile/celibe,5922
Calabria,maschi,13 anni,nubile/celibe,9492
Abruzzo,femmine,13 anni,nubile/celibe,5685
Valle d'Aosta / Vallée d'Aoste,maschi,13 anni,nubile/celibe,587
Veneto,femmine,13 anni,nubile/celibe,22662
Calabria,femmine,13 anni,nubile/celibe,8922
Toscana,femmine,13 anni,nubile/celibe,16103
Toscana,maschi,13 anni,nubile/celibe,17208
Sicilia,femmine,13 anni,nubile/celibe,24406
Puglia,femmine,13 anni,nubile/celibe,19049
Veneto,maschi,13 anni,nubile/celibe,24248
Lazio,femmine,13 anni,nubile/celibe,26315
Umbria,femmine,13 anni,nubile/celibe,3880
Basilicata,maschi,13 anni,nubile/celibe,2557
Sicilia,maschi,13 anni,nubile/celibe,26107
Liguria,femmine,13 anni,nubile/celibe,6104
Liguria,maschi,13 anni,nubile/celibe,6583
Marche,maschi,13 anni,nubile/celibe,7036
Marche,femmine,13 anni,nubile/celibe,6684
Sicilia,maschi,14 anni,nubile/celibe,26558
Sicilia,femmine,14 anni,nubile/celibe,25045
Sardegna,maschi,14 anni,nubile/celibe,6955
Sardegna,femmine,14 anni,nubile/celibe,6449
Piemonte,maschi,14 anni,nubile/celibe,19862
Valle d'Aosta / Vallée d'Aoste,maschi,14 anni,nubile/celibe,591
Valle d'Aosta / Vallée d'Aoste,femmine,14 anni,nubile/celibe,587
Piemonte,femmine,14 anni,nubile/celibe,18488
Liguria,maschi,14 anni,nubile/celibe,6505
Liguria,femmine,14 anni,nubile/celibe,6235
Lombardia,maschi,14 anni,nubile/celibe,49390
Lombardia,femmine,14 anni,nubile/celibe,47122
Trentino Alto Adige / Südtirol,maschi,14 anni,nubile/celibe,5924
Trentino Alto Adige / Südtirol,femmine,14 anni,nubile/celibe,5552
Veneto,maschi,14 anni,nubile/celibe,24503
Veneto,femmine,14 anni,nubile/celibe,23053
Friuli-Venezia Giulia,maschi,14 anni,nubile/celibe,5361
Friuli-Venezia Giulia,femmine,14 anni,nubile/celibe,5218
Emilia-Romagna,maschi,14 anni,nubile/celibe,20744
Emilia-Romagna,femmine,14 anni,nubile/celibe,19611
Toscana,maschi,14 anni,nubile/celibe,17192
Toscana,femmine,14 anni,nubile/celibe,16073
Umbria,maschi,14 anni,nubile/celibe,4006
Umbria,femmine,14 anni,nubile/celibe,3815
Marche,maschi,14 anni,nubile/celibe,7139
Marche,femmine,14 anni,nubile/celibe,6587
Lazio,maschi,14 anni,nubile/celibe,28197
Lazio,femmine,14 anni,nubile/celibe,26450
Abruzzo,maschi,14 anni,nubile/celibe,6048
Abruzzo,femmine,14 anni,nubile/celibe,5577
Molise,maschi,14 anni,nubile/celibe,1380
Molise,femmine,14 anni,nubile/celibe,1215
Campania,maschi,14 anni,nubile/celibe,33121
Campania,femmine,14 anni,nubile/celibe,31209
Puglia,maschi,14 anni,nubile/celibe,20739
Puglia,femmine,14 anni,nubile/celibe,20024
Basilicata,maschi,14 anni,nubile/celibe,2632
Basilicata,femmine,14 anni,nubile/celibe,2650
Calabria,maschi,14 anni,nubile/celibe,9827
Calabria,femmine,14 anni,nubile/celibe,9155
Piemonte,maschi,15 anni,nubile/celibe,19844
Piemonte,femmine,15 anni,nubile/celibe,18613
Valle d'Aosta / Vallée d'Aoste,maschi,15 anni,nubile/celibe,595
Valle d'Aosta / Vallée d'Aoste,femmine,15 anni,nubile/celibe,590
Liguria,maschi,15 anni,nubile/celibe,6491
Liguria,femmine,15 anni,nubile/celibe,6017
Lombardia,maschi,15 anni,nubile/celibe,48724
Lombardia,femmine,15 anni,nubile/celibe,45573
Trentino Alto Adige / Südtirol,maschi,15 anni,nubile/celibe,5815
Trentino Alto Adige / Südtirol,femmine,15 anni,nubile/celibe,5377
Veneto,maschi,15 anni,nubile/celibe,23924
Veneto,femmine,15 anni,nubile/celibe,22703
Friuli-Venezia Giulia,maschi,15 anni,nubile/celibe,5486
Friuli-Venezia Giulia,femmine,15 anni,nubile/celibe,5056
Emilia-Romagna,maschi,15 anni,nubile/celibe,20410
Emilia-Romagna,femmine,15 anni,nubile/celibe,18961
Toscana,maschi,15 anni,nubile/celibe,16801
Toscana,femmine,15 anni,nubile/celibe,15690
Umbria,maschi,15 anni,nubile/celibe,4052
Umbria,femmine,15 anni,nubile/celibe,3686
Marche,maschi,15 anni,nubile/celibe,6958
Marche,femmine,15 anni,nubile/celibe,6617
Lazio,maschi,15 anni,nubile/celibe,27732
Lazio,femmine,15 anni,nubile/celibe,26352
Abruzzo,maschi,15 anni,nubile/celibe,5985
Abruzzo,femmine,15 anni,nubile/celibe,5576
Molise,maschi,15 anni,nubile/celibe,1361
Campania,maschi,15 anni,nubile/celibe,33224
Puglia,maschi,15 anni,nubile/celibe,20995
Puglia,femmine,15 anni,nubile/celibe,20119
Basilicata,maschi,15 anni,nubile/celibe,2789
Basilicata,femmine,15 anni,nubile/celibe,2536
Sicilia,femmine,15 anni,nubile/celibe,25094
Sardegna,maschi,15 anni,nubile/celibe,7207
Sardegna,femmine,15 anni,nubile/celibe,6709
Molise,femmine,15 anni,nubile/celibe,1259
Campania,femmine,15 anni,nubile/celibe,31926
Calabria,maschi,15 anni,nubile/celibe,9850
Calabria,femmine,15 anni,nubile/celibe,9203
Sicilia,maschi,15 anni,nubile/celibe,26337
Piemonte,maschi,16 anni,nubile/celibe,19334
Piemonte,maschi,16 anni,coniugata/o,0
Piemonte,maschi,16 anni,divorziata/o,0
Piemonte,maschi,16 anni,vedova/o,0
Piemonte,femmine,16 anni,nubile/celibe,18558
Piemonte,femmine,16 anni,coniugata/o,0
Piemonte,femmine,16 anni,divorziata/o,0
Piemonte,femmine,16 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,16 anni,nubile/celibe,598
Valle d'Aosta / Vallée d'Aoste,maschi,16 anni,coniugata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,16 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,16 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,16 anni,coniugata/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,16 anni,vedova/o,0
Liguria,maschi,16 anni,nubile/celibe,6628
Liguria,maschi,16 anni,coniugata/o,0
Liguria,maschi,16 anni,vedova/o,0
Liguria,femmine,16 anni,nubile/celibe,6191
Liguria,femmine,16 anni,coniugata/o,0
Liguria,femmine,16 anni,vedova/o,0
Lombardia,maschi,16 anni,coniugata/o,0
Lombardia,maschi,16 anni,vedova/o,0
Abruzzo,maschi,16 anni,nubile/celibe,5935
Abruzzo,maschi,16 anni,coniugata/o,0
Abruzzo,maschi,16 anni,divorziata/o,0
Abruzzo,maschi,16 anni,vedova/o,0
Abruzzo,femmine,16 anni,nubile/celibe,5485
Abruzzo,femmine,16 anni,coniugata/o,0
Abruzzo,femmine,16 anni,divorziata/o,0
Abruzzo,femmine,16 anni,vedova/o,0
Molise,maschi,16 anni,nubile/celibe,1355
Molise,maschi,16 anni,coniugata/o,0
Molise,maschi,16 anni,divorziata/o,0
Molise,maschi,16 anni,vedova/o,0
Molise,femmine,16 anni,nubile/celibe,1325
Molise,femmine,16 anni,coniugata/o,0
Molise,femmine,16 anni,divorziata/o,0
Molise,femmine,16 anni,vedova/o,0
Campania,maschi,16 anni,nubile/celibe,33090
Campania,maschi,16 anni,coniugata/o,0
Campania,maschi,16 anni,divorziata/o,0
Campania,maschi,16 anni,vedova/o,0
Campania,femmine,16 anni,nubile/celibe,31505
Campania,femmine,16 anni,coniugata/o,0
Campania,femmine,16 anni,divorziata/o,0
Campania,femmine,16 anni,vedova/o,0
Puglia,maschi,16 anni,nubile/celibe,21087
Puglia,maschi,16 anni,coniugata/o,0
Puglia,maschi,16 anni,divorziata/o,0
Puglia,maschi,16 anni,vedova/o,0
Puglia,femmine,16 anni,nubile/celibe,20184
Puglia,femmine,16 anni,coniugata/o,0
Puglia,femmine,16 anni,divorziata/o,0
Puglia,femmine,16 anni,vedova/o,0
Basilicata,maschi,16 anni,nubile/celibe,2834
Basilicata,maschi,16 anni,coniugata/o,0
Basilicata,maschi,16 anni,divorziata/o,0
Basilicata,maschi,16 anni,vedova/o,0
Basilicata,femmine,16 anni,nubile/celibe,2657
Basilicata,femmine,16 anni,coniugata/o,0
Basilicata,femmine,16 anni,divorziata/o,0
Basilicata,femmine,16 anni,vedova/o,0
Calabria,maschi,16 anni,nubile/celibe,9820
Calabria,maschi,16 anni,coniugata/o,0
Calabria,maschi,16 anni,divorziata/o,0
Calabria,maschi,16 anni,vedova/o,0
Calabria,femmine,16 anni,nubile/celibe,9058
Calabria,femmine,16 anni,coniugata/o,0
Calabria,femmine,16 anni,divorziata/o,0
Calabria,femmine,16 anni,vedova/o,0
Sicilia,maschi,16 anni,nubile/celibe,26569
Sicilia,maschi,16 anni,coniugata/o,0
Sicilia,maschi,16 anni,divorziata/o,0
Sicilia,femmine,16 anni,coniugata/o,0
Sicilia,femmine,16 anni,divorziata/o,0
Sicilia,femmine,16 anni,vedova/o,0
Sardegna,maschi,16 anni,nubile/celibe,7017
Sardegna,maschi,16 anni,coniugata/o,0
Sardegna,maschi,16 anni,vedova/o,0
Sardegna,femmine,16 anni,nubile/celibe,6671
Sardegna,femmine,16 anni,coniugata/o,0
Sardegna,femmine,16 anni,divorziata/o,0
Sardegna,femmine,16 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,16 anni,nubile/celibe,515
Valle d'Aosta / Vallée d'Aoste,femmine,16 anni,divorziata/o,0
Liguria,maschi,16 anni,divorziata/o,0
Liguria,femmine,16 anni,divorziata/o,0
Lombardia,maschi,16 anni,nubile/celibe,48108
Lombardia,maschi,16 anni,divorziata/o,0
Lombardia,femmine,16 anni,nubile/celibe,44986
Lombardia,femmine,16 anni,coniugata/o,0
Lombardia,femmine,16 anni,divorziata/o,0
Lombardia,femmine,16 anni,vedova/o,0
Trentino Alto Adige / Südtirol,maschi,16 anni,nubile/celibe,5714
Trentino Alto Adige / Südtirol,maschi,16 anni,coniugata/o,0
Trentino Alto Adige / Südtirol,maschi,16 anni,divorziata/o,0
Trentino Alto Adige / Südtirol,maschi,16 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,16 anni,nubile/celibe,5350
Trentino Alto Adige / Südtirol,femmine,16 anni,coniugata/o,0
Trentino Alto Adige / Südtirol,femmine,16 anni,divorziata/o,0
Trentino Alto Adige / Südtirol,femmine,16 anni,vedova/o,0
Veneto,maschi,16 anni,nubile/celibe,23842
Veneto,maschi,16 anni,coniugata/o,0
Veneto,maschi,16 anni,divorziata/o,0
Veneto,maschi,16 anni,vedova/o,0
Veneto,femmine,16 anni,nubile/celibe,22243
Veneto,femmine,16 anni,coniugata/o,0
Veneto,femmine,16 anni,divorziata/o,0
Veneto,femmine,16 anni,vedova/o,0
Friuli-Venezia Giulia,maschi,16 anni,nubile/celibe,5357
Friuli-Venezia Giulia,maschi,16 anni,coniugata/o,0
Friuli-Venezia Giulia,maschi,16 anni,divorziata/o,0
Friuli-Venezia Giulia,maschi,16 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,16 anni,nubile/celibe,5034
Friuli-Venezia Giulia,femmine,16 anni,coniugata/o,0
Friuli-Venezia Giulia,femmine,16 anni,divorziata/o,0
Friuli-Venezia Giulia,femmine,16 anni,vedova/o,0
Emilia-Romagna,maschi,16 anni,nubile/celibe,20466
Emilia-Romagna,maschi,16 anni,coniugata/o,0
Emilia-Romagna,maschi,16 anni,divorziata/o,0
Emilia-Romagna,maschi,16 anni,vedova/o,0
Emilia-Romagna,femmine,16 anni,nubile/celibe,19061
Emilia-Romagna,femmine,16 anni,coniugata/o,0
Emilia-Romagna,femmine,16 anni,divorziata/o,0
Emilia-Romagna,femmine,16 anni,vedova/o,0
Toscana,maschi,16 anni,nubile/celibe,16889
Toscana,maschi,16 anni,coniugata/o,0
Toscana,maschi,16 anni,divorziata/o,0
Toscana,maschi,16 anni,vedova/o,0
Toscana,femmine,16 anni,nubile/celibe,15742
Toscana,femmine,16 anni,coniugata/o,0
Toscana,femmine,16 anni,divorziata/o,0
Toscana,femmine,16 anni,vedova/o,0
Umbria,maschi,16 anni,nubile/celibe,3946
Umbria,maschi,16 anni,coniugata/o,0
Umbria,maschi,16 anni,divorziata/o,0
Umbria,maschi,16 anni,vedova/o,0
Umbria,femmine,16 anni,nubile/celibe,3790
Umbria,femmine,16 anni,coniugata/o,0
Umbria,femmine,16 anni,divorziata/o,0
Umbria,femmine,16 anni,vedova/o,0
Marche,maschi,16 anni,nubile/celibe,7111
Marche,maschi,16 anni,coniugata/o,0
Marche,maschi,16 anni,divorziata/o,0
Marche,maschi,16 anni,vedova/o,0
Marche,femmine,16 anni,nubile/celibe,6565
Marche,femmine,16 anni,coniugata/o,0
Marche,femmine,16 anni,divorziata/o,0
Marche,femmine,16 anni,vedova/o,0
Lazio,maschi,16 anni,nubile/celibe,27442
Lazio,maschi,16 anni,coniugata/o,0
Lazio,maschi,16 anni,divorziata/o,0
Lazio,maschi,16 anni,vedova/o,0
Lazio,femmine,16 anni,nubile/celibe,25682
Lazio,femmine,16 anni,coniugata/o,0
Lazio,femmine,16 anni,divorziata/o,0
Lazio,femmine,16 anni,vedova/o,0
Sicilia,maschi,16 anni,vedova/o,0
Sicilia,femmine,16 anni,nubile/celibe,25166
Sardegna,maschi,16 anni,divorziata/o,0
Piemonte,maschi,17 anni,nubile/celibe,19548
Piemonte,maschi,17 anni,coniugata/o,0
Piemonte,maschi,17 anni,divorziata/o,3
Piemonte,maschi,17 anni,vedova/o,0
Piemonte,femmine,17 anni,nubile/celibe,18408
Piemonte,femmine,17 anni,coniugata/o,4
Piemonte,femmine,17 anni,divorziata/o,1
Piemonte,femmine,17 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,17 anni,nubile/celibe,626
Valle d'Aosta / Vallée d'Aoste,maschi,17 anni,coniugata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,17 anni,divorziata/o,0
Valle d'Aosta / Vallée d'Aoste,maschi,17 anni,vedova/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,17 anni,nubile/celibe,557
Valle d'Aosta / Vallée d'Aoste,femmine,17 anni,coniugata/o,0
Valle d'Aosta / Vallée d'Aoste,femmine,17 anni,divorziata/o,1
Valle d'Aosta / Vallée d'Aoste,femmine,17 anni,vedova/o,0
Liguria,maschi,17 anni,nubile/celibe,6626
Liguria,maschi,17 anni,coniugata/o,0
Liguria,maschi,17 anni,divorziata/o,2
Liguria,maschi,17 anni,vedova/o,0
Liguria,femmine,17 anni,nubile/celibe,6309
Liguria,femmine,17 anni,coniugata/o,1
Liguria,femmine,17 anni,divorziata/o,0
Liguria,femmine,17 anni,vedova/o,0
Lombardia,maschi,17 anni,nubile/celibe,48677
Lombardia,maschi,17 anni,coniugata/o,0
Lombardia,maschi,17 anni,divorziata/o,1
Lombardia,maschi,17 anni,vedova/o,0
Lombardia,femmine,17 anni,nubile/celibe,45511
Lombardia,femmine,17 anni,coniugata/o,1
Lombardia,femmine,17 anni,divorziata/o,0
Lombardia,femmine,17 anni,vedova/o,0
Trentino Alto Adige / Südtirol,maschi,17 anni,nubile/celibe,5952
Trentino Alto Adige / Südtirol,maschi,17 anni,coniugata/o,0
Trentino Alto Adige / Südtirol,maschi,17 anni,divorziata/o,0
Trentino Alto Adige / Südtirol,maschi,17 anni,vedova/o,0
Trentino Alto Adige / Südtirol,femmine,17 anni,nubile/celibe,5407
Trentino Alto Adige / Südtirol,femmine,17 anni,coniugata/o,0
Trentino Alto Adige / Südtirol,femmine,17 anni,divorziata/o,0
Trentino Alto Adige / Südtirol,femmine,17 anni,vedova/o,0
Veneto,maschi,17 anni,nubile/celibe,23749
Veneto,maschi,17 anni,coniugata/o,0
Veneto,maschi,17 anni,divorziata/o,0
Veneto,maschi,17 anni,vedova/o,0
Veneto,femmine,17 anni,nubile/celibe,22086
Veneto,femmine,17 anni,coniugata/o,1
Veneto,femmine,17 anni,divorziata/o,0
Veneto,femmine,17 anni,vedova/o,0
Friuli-Venezia Giulia,maschi,17 anni,nubile/celibe,5493
Friuli-Venezia Giulia,maschi,17 anni,coniugata/o,0
Friuli-Venezia Giulia,maschi,17 anni,divorziata/o,0
Friuli-Venezia Giulia,maschi,17 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,17 anni,nubile/celibe,5019
Friuli-Venezia Giulia,femmine,17 anni,coniugata/o,0
Friuli-Venezia Giulia,femmine,17 anni,divorziata/o,0
Friuli-Venezia Giulia,femmine,17 anni,vedova/o,0
Emilia-Romagna,maschi,17 anni,nubile/celibe,20414
Emilia-Romagna,maschi,17 anni,coniugata/o,0
Emilia-Romagna,maschi,17 anni,divorziata/o,0
Emilia-Romagna,maschi,17 anni,vedova/o,0
Emilia-Romagna,femmine,17 anni,nubile/celibe,19033
Emilia-Romagna,femmine,17 anni,coniugata/o,1
Emilia-Romagna,femmine,17 anni,divorziata/o,0
Emilia-Romagna,femmine,17 anni,vedova/o,0
Toscana,maschi,17 anni,nubile/celibe,16786
Toscana,maschi,17 anni,coniugata/o,0
Toscana,maschi,17 anni,divorziata/o,0
Toscana,maschi,17 anni,vedova/o,0
Toscana,femmine,17 anni,nubile/celibe,15761
Toscana,femmine,17 anni,coniugata/o,1
Toscana,femmine,17 anni,divorziata/o,0
Toscana,femmine,17 anni,vedova/o,0
Umbria,maschi,17 anni,nubile/celibe,3951
Umbria,maschi,17 anni,coniugata/o,0
Umbria,maschi,17 anni,divorziata/o,0
Umbria,maschi,17 anni,vedova/o,0
Umbria,femmine,17 anni,nubile/celibe,3704
Umbria,femmine,17 anni,coniugata/o,1
Umbria,femmine,17 anni,divorziata/o,0
Umbria,femmine,17 anni,vedova/o,0
Marche,maschi,17 anni,nubile/celibe,7021
Marche,maschi,17 anni,coniugata/o,0
Marche,maschi,17 anni,divorziata/o,0
Marche,maschi,17 anni,vedova/o,0
Marche,femmine,17 anni,nubile/celibe,6571
Marche,femmine,17 anni,coniugata/o,1
Marche,femmine,17 anni,divorziata/o,0
Marche,femmine,17 anni,vedova/o,0
Lazio,maschi,17 anni,coniugata/o,0
Lazio,maschi,17 anni,vedova/o,0
Lazio,femmine,17 anni,nubile/celibe,25846
Lazio,femmine,17 anni,coniugata/o,3
Lazio,femmine,17 anni,divorziata/o,0
Lazio,femmine,17 anni,vedova/o,0
Abruzzo,maschi,17 anni,nubile/celibe,6076
Abruzzo,maschi,17 anni,coniugata/o,0
Abruzzo,maschi,17 anni,divorziata/o,0
Abruzzo,maschi,17 anni,vedova/o,0
Abruzzo,femmine,17 anni,nubile/celibe,5740
Abruzzo,femmine,17 anni,coniugata/o,0
Abruzzo,femmine,17 anni,divorziata/o,0
Abruzzo,femmine,17 anni,vedova/o,0
Molise,maschi,17 anni,nubile/celibe,1400
Molise,maschi,17 anni,coniugata/o,1
Molise,maschi,17 anni,divorziata/o,0
Molise,maschi,17 anni,vedova/o,0
Molise,femmine,17 anni,nubile/celibe,1323
Molise,femmine,17 anni,coniugata/o,0
Molise,femmine,17 anni,vedova/o,0
Campania,maschi,17 anni,nubile/celibe,34147
Campania,maschi,17 anni,coniugata/o,3
Campania,femmine,17 anni,coniugata/o,5
Campania,femmine,17 anni,divorziata/o,0
Campania,femmine,17 anni,vedova/o,0
Puglia,femmine,17 anni,nubile/celibe,20566
Puglia,femmine,17 anni,divorziata/o,0
Basilicata,femmine,17 anni,coniugata/o,0
Sardegna,maschi,17 anni,nubile/celibe,7196
Sardegna,maschi,17 anni,coniugata/o,0
Sardegna,maschi,17 anni,divorziata/o,0
Sardegna,maschi,17 anni,vedova/o,0
Sardegna,femmine,17 anni,nubile/celibe,6821
Sardegna,femmine,17 anni,coniugata/o,1
Sardegna,femmine,17 anni,divorziata/o,0
Sardegna,femmine,17 anni,vedova/o,0
Lazio,maschi,17 anni,nubile/celibe,27559
Lazio,maschi,17 anni,divorziata/o,1
Molise,femmine,17 anni,divorziata/o,0
Campania,maschi,17 anni,divorziata/o,1
Campania,maschi,17 anni,vedova/o,0
Campania,femmine,17 anni,nubile/celibe,32031
Puglia,maschi,17 anni,nubile/celibe,21903
Puglia,maschi,17 anni,coniugata/o,1
Puglia,maschi,17 anni,divorziata/o,0
Puglia,maschi,17 anni,vedova/o,1
Puglia,femmine,17 anni,coniugata/o,4
Puglia,femmine,17 anni,vedova/o,0
Basilicata,maschi,17 anni,nubile/celibe,2921
Basilicata,maschi,17 anni,coniugata/o,0
Basilicata,maschi,17 anni,divorziata/o,0
Basilicata,maschi,17 anni,vedova/o,0
Basilicata,femmine,17 anni,nubile/celibe,2620
Basilicata,femmine,17 anni,divorziata/o,0
Basilicata,femmine,17 anni,vedova/o,0
Calabria,maschi,17 anni,nubile/celibe,10112
Calabria,maschi,17 anni,coniugata/o,1
Calabria,maschi,17 anni,divorziata/o,0
Calabria,maschi,17 anni,vedova/o,0
Calabria,femmine,17 anni,nubile/celibe,9557
Calabria,femmine,17 anni,coniugata/o,2
Calabria,femmine,17 anni,divorziata/o,0
Calabria,femmine,17 anni,vedova/o,1
Sicilia,maschi,17 anni,nubile/celibe,27341
Sicilia,maschi,17 anni,coniugata/o,2
Sicilia,maschi,17 anni,divorziata/o,0
Sicilia,maschi,17 anni,vedova/o,0
Sicilia,femmine,17 anni,nubile/celibe,25356
Sicilia,femmine,17 anni,coniugata/o,2
Sicilia,femmine,17 anni,divorziata/o,0
Sicilia,femmine,17 anni,vedova/o,0
Friuli-Venezia Giulia,maschi,18 anni,nubile/celibe,5611
Friuli-Venezia Giulia,maschi,18 anni,coniugata/o,0
Friuli-Venezia Giulia,maschi,18 anni,divorziata/o,0
Friuli-Venezia Giulia,maschi,18 anni,vedova/o,0
Friuli-Venezia Giulia,femmine,18 anni,nubile/celibe,5237
Friuli-Venezia Giulia,femmine,18 anni,coniugata/o,9
Friuli-Venezia Giulia,femmine,18 anni,divorziata/o,0
Friuli-Venezia Giulia,femmine,18 anni,vedova/o,0
Emilia-Romagna,maschi,18 anni,nubile/celibe,21127
Emilia-Romagna,maschi,18 anni,coniugata/o,0
Emilia-Romagna,maschi,18 anni,divorziata/o,1
Emilia-Romagna,maschi,18 anni,vedova/o,0
Emilia-Romagna,femmine,18 anni,nubile/celibe,19022
Emilia-Romagna,femmine,18 anni,coniugata/o,34
Emilia-Romagna,femmine,18 anni,divorziata/o,1
Emilia-Romagna,femmine,18 anni,vedova/o,0
Toscana,maschi,18 anni,nubile/celibe,17220
Toscana,maschi,18 anni,coniugata/o,1
Toscana,maschi,18 anni,divorziata/o,0
Toscana,maschi,18 anni,vedova/o,0
Toscana,femmine,18 anni,nubile/celibe,15815
Toscana,femmine,18 anni,coniugata/o,26
Toscana,femmine,18 anni,divorziata/o,0
Toscana,femmine,18 anni,vedova/o,0
Umbria,maschi,18 anni,nubile/celibe,3994
Umbria,maschi,18 anni,coniugata/o,0
Umbria,maschi,18 anni,divorziata/o,0
Umbria,maschi,18 anni,vedova/o,0
Umbria,femmine,18 anni,nubile/celibe,3853
Umbria,femmine,18 anni,coniugata/o,4
Umbria,femmine,18 anni,divorziata/o,0
Umbria,femmine,18 anni,vedova/o,0
Marche,maschi,18 anni,nubile/celibe,7527
Marche,maschi,18 anni,coniugata/o,2
Marche,maschi,18 anni,divorziata/o,0
Marche,maschi,18 anni,vedova/o,0
Marche,femmine,18 anni,nubile/celibe,6684
Marche,femmine,18 anni,coniugata/o,11
Marche,femmine,18 anni,divorziata/o,0
Marche,femmine,18 anni,vedova/o,0
Lazio,maschi,18 anni,nubile/celibe,28252
Lazio,maschi,18 anni,coniugata/o,4
Lazio,maschi,18 anni,divorziata/o,0
Lazio,maschi,18 anni,vedova/o,0
Lazio,femmine,18 anni,nubile/celibe,26033
Lazio,femmine,18 anni,coniugata/o,20
Lazio,femmine,18 anni,divorziata/o,1
Lazio,femmine,18 anni,vedova/o,0
Abruzzo,maschi,18 anni,nubile/celibe,6423
Abruzzo,maschi,18 anni,coniugata/o,1
Abruzzo,maschi,18 anni,divorziata/o,0
Abruzzo,maschi,18 anni,vedova/o,0
Abruzzo,femmine,18 anni,nubile/celibe,5664
Abruzzo,femmine,18 anni,coniugata/o,12
Abruzzo,femmine,18 anni,divorziata/o,0
